Y;RX1;X1_1;X1_2;X1_3;X1_4;X1_5;X2;X3;RX4;X4_1;X4_2;X4_3;X4_4;X5_1;X5_2;X5_3;X5_4;X5_5;RX5;X6_1;X6_2;X6_3;X6_4;X6_5;X6_6;X6_7;X7;X8;X9;RX10;X10_1;X10_2;X10_3;RX11;X11_1;X11_2;X11_3;X11_4;RX12;X12_1;X12_2;X12_3;X13;X14_1;X14_2;X14_3;RX15;X15_1;X15_2;X15_3;X15_4;X16;X17;X18;X19;X20;X21;X22;X23;X24;X25;X26;X27;X28;X29
0;0.5;0;0;1;0;0;0.482397825;0.292370488;0.333333333;0;0;1;0;0;0;1;0;0;0.25;1;0;0;0;0;0;0;0.653061224;0.666666667;0.460151056;0.5;0;1;0;0.333333333;0;0;1;0;1;1;0;0;0.268523078;1;0;0;0.666666667;1;0;0;0;1;1;0;0;0;1;0.5;0;0;0;0;1;1;1
0;0.25;0;0;0;1;0;0.39201522;0.385812159;0.333333333;0;0;1;0;0;1;0;0;0;0.5;0;0;0;0;0;1;0;0.816326531;0.745098039;0.426397645;0;0;0;1;0.333333333;0;0;1;0;1;1;0;0;0;0;1;0;1;0;1;0;0;1;0;1;1;1;1;0.75;0;0;0;0;0;0;0
0;1;1;0;0;0;0;0.570067038;0.664445924;0.333333333;0;0;1;0;0;0;1;0;0;0.25;0;0;0;0;0;0;1;0.408163265;0.392156863;0.770658015;0;0;0;1;1;1;0;0;0;0.5;0;0;1;0.255089972;0;1;0;0;0;0;0;1;1;1;1;1;0;1;0;0.25;0;0;0;1;0;0
0;0.25;0;0;0;1;0;0.55336833;0.477333874;0.333333333;0;0;1;0;1;0;0;0;0;0.75;0;0;1;0;0;0;0;0.448979592;0.470588235;0.675701602;0.5;0;1;0;0.666666667;0;0;0;1;0;0;1;0;0.574597505;0;1;0;0.666666667;1;0;0;0;0;1;0;1;0;1;0.75;0;0;1;0;1;0;1
0;0.5;0;0;1;0;0;0.589219153;0.931077582;0.666666667;0;0;0;1;1;0;0;0;0;0.75;0;1;0;0;0;0;0;0.795918367;0.764705882;0.519219978;0;0;0;1;1;1;0;0;0;0;0;1;0;0.56145194;1;0;0;1;0;1;0;0;1;1;0;0;1;1;0.5;0;0;0;1;1;1;0
0;1;1;0;0;0;0;0.758891733;0.85094789;0.333333333;0;0;1;0;0;0;1;0;0;0.25;0;0;0;1;0;0;0;0.510204082;0.490196078;0.960194372;0.5;0;1;0;0.333333333;0;0;1;0;0.5;0;0;1;0.444709156;0;1;0;1;0;1;0;0;1;1;1;0;0;1;0.25;0.5;0;1;0;0;0;1
0;1;1;0;0;0;0;0.564932115;0.363118409;1;1;0;0;0;0;0;1;0;0;0.25;1;0;0;0;0;0;0;0.897959184;0.823529412;0.575330215;0.5;0;1;0;0.666666667;0;0;0;1;1;1;0;0;0.55866066;0;0;1;0.666666667;1;0;0;0;1;1;1;0;1;0;0.25;0.5;0;1;0;1;0;1
0;0.5;0;0;1;0;0;0.414787182;0.670475492;0.666666667;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0.387755102;0.392156863;0.477705327;0;0;0;1;0;0;1;0;0;0;0;1;0;0.366728956;0;1;0;0.666666667;1;0;0;0;0;1;1;1;1;1;0.25;0;0;0;0;1;1;0
0;0.25;0;0;0;1;0;0.563862298;0.659187428;0.666666667;0;0;0;1;0;0;1;0;0;0.25;0;0;0;0;0;1;0;0.265306122;0.215686275;0.318285039;1;1;0;0;0.666666667;0;0;0;1;0.5;0;0;1;0.162190637;0;1;0;1;0;1;0;0;1;1;0;1;1;1;0.5;0;0;1;1;1;1;1
0;1;1;0;0;0;0;0.403112829;0.56609862;0.333333333;0;0;1;0;0;1;0;0;0;0.5;0;0;0;0;0;0;1;0.346938776;0.333333333;0.434349739;0.5;0;1;0;1;1;0;0;0;1;1;0;0;0.340777695;0;1;0;1;0;1;0;0;0;1;1;1;0;1;0.5;0;0;0;0;0;1;1
0;1;1;0;0;0;0;0.539761532;0.432436462;1;1;0;0;0;1;0;0;0;0;0.75;0;0;0;0;0;0;1;0.836734694;0.823529412;0.577922097;1;1;0;0;0.666666667;0;0;0;1;0.5;0;0;1;0.64630524;1;0;0;0.666666667;1;0;0;0;0;1;1;1;1;1;0.25;0;0;0;1;1;1;0
0;0;0;0;0;0;1;0.330029584;0.304886445;0;0;1;0;0;0;0;1;0;0;0.25;0;0;0;0;0;0;1;0.632653061;0.568627451;0.769337812;0.5;0;1;0;1;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1
0;0.25;0;0;0;1;0;0.491826957;0.571560874;1;1;0;0;0;0;0;1;0;0;0.25;0;0;0;0;0;1;0;0.428571429;0.37254902;0.285334403;0.5;0;1;0;0;0;1;0;0;0.5;0;0;1;0.695865281;0;0;1;0.666666667;1;0;0;0;0;1;0;1;0;0;0.25;0;0;1;1;0;1;1
0;0.5;0;0;1;0;0;0.614130749;0.679291731;0.333333333;0;0;1;0;1;0;0;0;0;0.75;0;0;0;0;1;0;0;0.163265306;0.156862745;0.613653599;0.5;0;1;0;0;0;1;0;0;1;1;0;0;0.38750687;0;1;0;0.666666667;1;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;1;0
0;0.5;0;0;1;0;0;0.743144306;0.438969781;0.333333333;0;0;1;0;1;0;0;0;0;0.75;0;0;0;0;0;0;1;0.346938776;0.333333333;0.652100541;0.5;0;1;0;0.333333333;0;0;1;0;1;1;0;0;0.54003672;0;0;1;0.666666667;1;0;0;0;1;1;0;1;1;0;0.75;0;0;1;0;0;1;0
0;0.75;0;1;0;0;0;0.260890917;0.552925647;0.333333333;0;0;1;0;1;0;0;0;0;0.75;0;0;0;0;0;1;0;0.428571429;0.431372549;0.1550025;0.5;0;1;0;0.333333333;0;0;1;0;1;1;0;0;0;1;0;0;0.666666667;1;0;0;0;1;1;0;0;1;0;0.5;0;0.25;1;1;1;1;0
0;0.5;0;0;1;0;0;0.630852367;0.676826439;0.333333333;0;0;1;0;1;0;0;0;0;0.75;0;0;1;0;0;0;0;0.755102041;0.705882353;0.566711563;0.5;0;1;0;0.333333333;0;0;1;0;1;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0;1;0;1;0;0;0;1;0;1;1;1
0;0.25;0;0;0;1;0;0.223454294;0;0.666666667;0;0;0;1;0;0;1;0;0;0.25;0;1;0;0;0;0;0;0.428571429;0.37254902;0.447795581;0.5;0;1;0;0;0;1;0;0;1;1;0;0;0.223671656;0;0;1;1;0;1;0;0;0;1;0;1;0;0;0.5;0;0;0;0;1;1;1
0;0.5;0;0;1;0;0;0.41986433;0.484337083;0.666666667;0;0;0;1;1;0;0;0;0;0.75;0;1;0;0;0;0;0;0.693877551;0.62745098;0.681892219;0.5;0;1;0;1;1;0;0;0;0;0;1;0;0.368969829;1;0;0;0.333333333;0;0;1;0;1;0;0;0;1;1;0.5;0.25;0;0;0;0;1;1
0;0.75;0;1;0;0;0;0.43144505;0.393404662;0.666666667;0;0;0;1;0;0;1;0;0;0.25;0;0;0;0;1;0;0;0.346938776;0.352941176;0.527717817;1;1;0;0;0.666666667;0;0;0;1;1;1;0;0;0;0;0;1;0.666666667;1;0;0;0;1;0;1;0;0;1;0.75;0;0;0;0;1;0;1
0;1;1;0;0;0;0;0.576190097;0.615901664;0.333333333;0;0;1;0;0;1;0;0;0;0.5;0;0;0;0;0;1;0;0.714285714;0.725490196;0.535300177;0;0;0;1;0;0;1;0;0;1;1;0;0;0.136306753;1;0;0;1;0;1;0;0;1;1;0;1;1;1;0.25;0;0;1;0;0;1;1
0;0.5;0;0;1;0;0;0.600383501;0.554170174;0.333333333;0;0;1;0;0;1;0;0;0;0.5;0;0;0;0;0;1;0;0.489795918;0.470588235;0.4026918;0.5;0;1;0;0;0;1;0;0;0.5;0;0;1;0.537011789;0;1;0;0.666666667;1;0;0;0;1;0;1;1;1;0;0.75;0;0;0;1;0;0;1
0;1;1;0;0;0;0;0.729527547;0.499981288;0.333333333;0;0;1;0;1;0;0;0;0;0.75;0;0;0;0;0;1;0;0.714285714;0.666666667;0.806129182;0.5;0;1;0;1;1;0;0;0;0;0;1;0;0.65493754;0;1;0;0.666666667;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;1;1
0;0.5;0;0;1;0;0;0.385642139;0.240975994;0.333333333;0;0;1;0;0;1;0;0;0;0.5;0;1;0;0;0;0;0;0.428571429;0.392156863;0.43015081;0.5;0;1;0;0.666666667;0;0;0;1;1;1;0;0;0.191124464;1;0;0;1;0;1;0;0;1;1;0;0;1;0;0;0.25;0.25;1;0;0;1;0
0;0.75;0;1;0;0;0;0.457504159;0.409594201;1;1;0;0;0;1;0;0;0;0;0.75;0;0;1;0;0;0;0;0.755102041;0.68627451;0.38366826;0.5;0;1;0;0;0;1;0;0;1;1;0;0;0.032733937;1;0;0;0.666666667;1;0;0;0;1;1;1;1;0;0;0.25;0.5;0;1;1;1;1;1
0;1;1;0;0;0;0;0.586995846;0.640448837;0;0;1;0;0;1;0;0;0;0;0.75;0;0;0;0;0;0;1;0.959183673;0.941176471;0.811355047;0.5;0;1;0;0.333333333;0;0;1;0;1;1;0;0;0;1;0;0;0.666666667;1;0;0;0;1;0;0;1;0;0;0.75;0;0;0;1;1;1;1
0;0.5;0;0;1;0;0;0.377995039;0.39180252;0.666666667;0;0;0;1;1;0;0;0;0;0.75;0;0;0;0;1;0;0;0.428571429;0.411764706;0.532351596;0.5;0;1;0;0.333333333;0;0;1;0;1;1;0;0;0.415252375;0;0;1;1;0;1;0;0;0;1;1;0;1;0;0.5;0;0;1;0;1;1;0
0;1;1;0;0;0;0;0.793680708;0.824747486;1;1;0;0;0;0;0;1;0;0;0.25;1;0;0;0;0;0;0;0.673469388;0.68627451;0.737671828;0.5;0;1;0;0.666666667;0;0;0;1;0;0;1;0;0.364309065;1;0;0;1;0;1;0;0;1;1;1;1;0;1;0.75;0;0;0;1;1;0;0
0;0.25;0;0;0;1;0;0.642114333;0.378053323;1;1;0;0;0;1;0;0;0;0;0.75;0;0;0;0;1;0;0;0.653061224;0.666666667;0.767817648;1;1;0;0;0;0;1;0;0;1;1;0;0;0.143516875;1;0;0;0.666666667;1;0;0;0;0;1;1;1;1;0;0.25;0;0;0;0;1;1;1
0;0.5;0;0;1;0;0;0.560963632;0.360706582;0.333333333;0;0;1;0;0;1;0;0;0;0.5;0;0;0;0;0;0;1;0.204081633;0.176470588;0.475862331;0;0;0;1;0.333333333;0;0;1;0;0.5;0;0;1;0.286988403;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0.25;0;0;0;0;0;0;1
0;1;1;0;0;0;0;0.478100627;0.524161341;0;0;1;0;0;1;0;0;0;0;0.75;0;0;1;0;0;0;0;0.265306122;0.274509804;0.60070978;0.5;0;1;0;1;1;0;0;0;0;0;1;0;0.434862505;1;0;0;0.666666667;1;0;0;0;1;0;1;0;1;0;0.25;0;0.25;1;0;1;1;1
0;0.5;0;0;1;0;0;0.413120698;0.463293;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0.039215686;0.566574659;0.5;0;1;0;0;0;1;0;0;1;1;0;0;0.487157565;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0.25;0;0;0;0;0;1;1
0;0.5;0;0;1;0;0;0.676856491;0.394907005;0;0;1;0;0;1;0;0;0;0;0.75;1;0;0;0;0;0;0;0.163265306;0.176470588;0.363622398;0.5;0;1;0;1;1;0;0;0;1;1;0;0;0.330031278;1;0;0;0.666666667;1;0;0;0;1;0;1;1;0;1;0.25;0;0;0;1;1;1;1
0;0.5;0;0;1;0;0;0.68246556;0.635087571;0.666666667;0;0;0;1;1;0;0;0;0;0.75;1;0;0;0;0;0;0;0.755102041;0.725490196;0.745097824;0.5;0;1;0;1;1;0;0;0;0.5;0;0;1;0.285527657;0;0;1;0.666666667;1;0;0;0;1;1;0;0;0;0;0.5;0;0;1;1;1;1;1
0;0.25;0;0;0;1;0;0.324042992;0.291488329;0.333333333;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0.489795918;0.490196078;0.561922045;0;0;0;1;1;1;0;0;0;0;0;1;0;0.061278548;0;0;1;0.333333333;0;0;1;0;1;0;0;1;0;0;0.5;0;0;0;1;0;0;0
0;0;0;0;0;0;1;0.543461067;0.562180292;0.333333333;0;0;1;0;1;0;0;0;0;0.75;0;1;0;0;0;0;0;0.530612245;0.470588235;0.494918866;0.5;0;1;0;0;0;1;0;0;0.5;0;0;1;0.224523566;1;0;0;0.333333333;0;0;1;0;1;0;1;1;1;1;0.5;0;0;0;0;0;1;1
0;0.75;0;1;0;0;0;0.560269347;0.720557144;0.333333333;0;0;1;0;1;0;0;0;0;0.75;0;0;1;0;0;0;0;0.693877551;0.647058824;0.321596244;0.5;0;1;0;0;0;1;0;0;0.5;0;0;1;0.382570428;0;1;0;0.666666667;1;0;0;0;0;1;0;0;0;0;0.25;0;0;1;1;1;0;0
0;0.25;0;0;0;1;0;0.539221643;0.495152287;0;0;1;0;0;0;0;1;0;0;0.25;0;0;0;1;0;0;0;0.653061224;0.62745098;0.395415744;0.5;0;1;0;0.333333333;0;0;1;0;0;0;1;0;0.506575392;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0.25;0;0;0;0;0;1;1
0;0.75;0;1;0;0;0;0.450965724;0.42823715;0;0;1;0;0;1;0;0;0;0;0.75;0;1;0;0;0;0;0;0.469387755;0.490196078;0.521214722;0.5;0;1;0;0;0;1;0;0;0;0;1;0;0.42188274;0;0;1;0.666666667;1;0;0;0;1;0;0;1;0;0;0.75;0;0.25;0;1;0;1;1
0;1;1;0;0;0;0;0.545546912;0.293073244;1;1;0;0;0;0;0;1;0;0;0.25;0;0;1;0;0;0;0;0.653061224;0.647058824;0.641107993;0.5;0;1;0;0.333333333;0;0;1;0;1;1;0;0;0.223608888;1;0;0;1;0;1;0;0;1;1;0;1;1;0;0.5;0.25;0;0;0;0;1;0
0;0;0;0;0;0;1;0.241903159;0.521186358;1;1;0;0;0;0;0;1;0;0;0.25;0;0;1;0;0;0;0;0.93877551;0.862745098;0.237956519;0;0;0;1;0.333333333;0;0;1;0;1;1;0;0;0.231698847;0;0;1;0.666666667;1;0;0;0;1;0;1;1;0;1;0;0.25;0;0;0;1;1;0
0;1;1;0;0;0;0;0.51340658;0.530983366;1;1;0;0;0;1;0;0;0;0;0.75;0;0;1;0;0;0;0;0.102040816;0.117647059;0.408115256;0;0;0;1;0;0;1;0;0;0.5;0;0;1;0.452725909;0;1;0;1;0;1;0;0;1;1;0;0;1;0;0.75;0;0;0;0;0;1;1
0;0.5;0;0;1;0;0;0.560514389;0.599511932;0.666666667;0;0;0;1;0;1;0;0;0;0.5;0;1;0;0;0;0;0;0.326530612;0.274509804;0.4803922;0.5;0;1;0;0;0;1;0;0;0.5;0;0;1;0.148347099;1;0;0;0.666666667;1;0;0;0;0;1;0;0;0;0;0.75;0;0;1;0;1;1;0
0;0.5;0;0;1;0;0;0.619092349;0.385910177;1;1;0;0;0;1;0;0;0;0;0.75;0;1;0;0;0;0;0;0.448979592;0.450980392;0.339041117;1;1;0;0;0;0;1;0;0;1;1;0;0;0.36012523;1;0;0;1;0;1;0;0;1;0;0;0;0;1;0.75;0;0;1;0;1;1;1
0;0.5;0;0;1;0;0;0.684796446;0.804770903;1;1;0;0;0;1;0;0;0;0;0.75;0;1;0;0;0;0;0;0.12244898;0.117647059;0.639223708;1;1;0;0;0.666666667;0;0;0;1;1;1;0;0;0.439443487;0;1;0;0.666666667;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;1
0;1;1;0;0;0;0;0.690232192;0.617127775;0.333333333;0;0;1;0;0;0;1;0;0;0.25;0;0;0;1;0;0;0;0.244897959;0.274509804;0.924505906;0;0;0;1;0.333333333;0;0;1;0;0.5;0;0;1;0.568752622;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0.25;0;0;1;0;1;1;0
0;0.75;0;1;0;0;0;0.43294618;0.200574324;0.333333333;0;0;1;0;0;0;1;0;0;0.25;0;1;0;0;0;0;0;0.306122449;0.254901961;0.468444007;0.5;0;1;0;0.333333333;0;0;1;0;0.5;0;0;1;0.313251878;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0.75;0;0;0;1;1;0;1
0;0.5;0;0;1;0;0;0.584450797;0.676325064;0.333333333;0;0;1;0;0;0;1;0;0;0.25;0;1;0;0;0;0;0;0.714285714;0.647058824;0.259525664;0.5;0;1;0;0.666666667;0;0;0;1;0.5;0;0;1;0.56206769;0;0;1;0.666666667;1;0;0;0;1;1;0;1;0;0;0.75;0;0;1;0;1;0;1
0;1;1;0;0;0;0;0.634178363;0.651038898;0;0;1;0;0;0;0;1;0;0;0.25;0;0;0;0;0;0;1;0.367346939;0.37254902;0.302299893;0.5;0;1;0;0;0;1;0;0;0.5;0;0;1;0.258341574;0;1;0;0.666666667;1;0;0;0;1;1;1;1;1;1;0.5;0;0;0;1;1;1;1
